prodcode,dmdcode,gemscriptcode,therapyevents,productname,ingredient,strength,formulation,routeofadministration,bnfchapter,bnftext,databasebuild
25607,167945001000027100,70477020,30,Paracetamol 500mg with methionine 250 mg tablet,Methionine/Paracetamol,500mg + 250mg,Tablets,Oral,04070100,Non-Opioid And Compound Analgesics,February 2009
41640,27245001000027108,51410020,63,Isoniazid 100mg Tablet (UCB Pharma Ltd),Isoniazid,100mg,Tablet,Oral,05010900,Antituberculosis Drugs,March 2010
15198,10745001000027108,49344020,383,Co-dydramol 10mg+500mg Tablet (C P Pharmaceuticals Ltd),Dihydrocodeine tartrate/Paracetamol,10mg + 500mg,Tablet,Oral,04070100/04070200,Non-Opioid And Compound Analgesics/Opioid Analgesics,February 2009
6558,7386811000001106,87618020,159428,Tramadol 37.5mg / Paracetamol 325mg tablets,Paracetamol/Tramadol hydrochloride,325mg + 37.5mg,Tablet,Oral,04070200,Opioid Analgesics,February 2009
54224,463511000001106,56571020,4,Amiodarone 100mg tablets (Actavis UK Ltd),Amiodarone hydrochloride,100mg,Tablet,Oral,02030201,Supraventricular & Ventricular Arrhythmias,March 2013
28955,4621811000001105,79012020,230,Panadol ActiFast 500mg tablets (Haleon UK Ltd),Paracetamol,500mg,Tablet,Oral,04070100,Non-Opioid And Compound Analgesics,February 2009
21878,2852111000001109,51712020,1629,Demix 100 capsules (Ashbourne Pharmaceuticals Ltd),Doxycycline hyclate,100mg,Capsule,Oral,05010300/05040100,Tetracyclines/Antimalarials,February 2009
264,41948611000001110,76011020,361028,Doxycycline 50mg capsules,Doxycycline hyclate,50mg,Capsule,Oral,05010300/05040100/13060201,Tetracyclines/Antimalarials/Oral Antibacterials For Acne,February 2009
61124,24390111000001108,23714021,2985,Paracetamol 500mg caplets (Bristol Laboratories Ltd),Paracetamol,500mg,Tablet,Oral,04070100,Non-Opioid And Compound Analgesics,September 2014
45348,143825001000027100,67018020,3,Paracetamol 120mg/5ml Oral suspension (Nucare Plc),Paracetamol,120mg/5ml,Oral Suspension,Oral,04070100,Non-Opioid And Compound Analgesics,May 2011
32970,895411000001103,81823020,14,Paracets 500mg capsules (Sussex Pharmaceutical Ltd),Paracetamol,500mg,Capsule,Oral,04070100,Non-Opioid And Compound Analgesics,February 2009
47211,10299411000001104,73202020,1,Paracetamol 500mg capsules (Focus Pharmaceuticals Ltd),Paracetamol,500mg,Capsule,Oral,04070100,Non-Opioid And Compound Analgesics,May 2012
73633,9784311000001104,70943020,0,Amiodarone 200mg tablets (Almus Pharmaceuticals Ltd),Amiodarone hydrochloride,200mg,Tablet,Oral,02030201,Supraventricular & Ventricular Arrhythmias,November 2018
41585,34715001000027100,52306020,499,Methotrexate sodium 2.5mg Tablet (Wyeth Pharmaceuticals),Methotrexate,2.5mg,Tablet,Oral,01050300/08010300,Products Affecting The Immune Response In Chronic Bowel Problems/Antimetabolites,March 2010
53197,15175811000001104,04819020,4,Sodium valproate 300mg modified-release tablets (Sigma Pharmaceuticals Plc),Sodium valproate,300mg,Modified-release tablet,Oral,04080100,Control Of Epilepsy,January 2013
34594,119205001000027100,63696020,3,Doxycycline 100mg Capsule (Neo Laboratories Ltd),Doxycycline hyclate,100mg,Capsule,Oral,05010300/05040100,Tetracyclines/Antimalarials,February 2009
21453,155765001000027100,68665020,76,Retrovir 100mg Capsule (GlaxoSmithKline UK Ltd),Zidovudine,100mg,Capsule,Oral,05030150,Nucleoside Reverse Transcriptase Inhibitors,February 2009
15241,204775001000027100,77583020,236,Sudafed non-drowsy dual relief Capsule (Pfizer Consumer Healthcare Ltd),Caffeine/Paracetamol/Phenylephrine Hydrochloride,,Capsule,Oral,03100000/04070100,Systemic Nasal Decongestants/Non-Opioid And Compound Analgesics,February 2009
48535,14785311000001100,04213020,1679,Paracetamol 500mg caplets (Rusco Ltd),Paracetamol,500mg,Tablet,Oral,04070100,Non-Opioid And Compound Analgesics,January 2013
59479,11005911000001106,04337020,5,Co-codamol 30mg/500mg capsules (Actavis UK Ltd),Codeine phosphate/Paracetamol,30mg + 500mg,Capsule,Oral,04070100/04070200,Non-Opioid And Compound Analgesics/Opioid Analgesics,April 2014
33386,19575511000001104,51550020,259,Paracetamol 120mg/5ml oral suspension paediatric (A A H Pharmaceuticals Ltd),Paracetamol,24mg/1ml,Oral suspension,Oral,04070100,Non-Opioid And Compound Analgesics,February 2009
29375,86115001000027100,58862020,2,Pameton Tablet (GlaxoSmithKline UK Ltd),Methionine/Paracetamol,,Tablet,Oral,04070100,Non-Opioid And Compound Analgesics,February 2009
36488,9479611000001104,71799020,6,Co-codamol 30mg/500mg capsules (Viatris UK Healthcare Ltd),Codeine phosphate/Paracetamol,30mg + 500mg,Capsule,Oral,04070100,Non-Opioid And Compound Analgesics,February 2009
15251,209345001000027100,79108020,369,Pregnacare Capsule (Vitabiotics Ltd),Ascorbic Acid/Copper/Folic Acid/Iodine/Iron/Magnesium/Nicotinic Acid/Riboflavin/Pyridoxine/Soya Oil/Vitamin D/Zinc/Alpha Tocopheryl Hydrogen Succinate/Selenium/Beta Carotene/Vitamin K/Thiamine/Vitamin B12,,Capsule,Oral,09060750,-,February 2009
34077,7975911000001107,68208020,454,Minocycline 100mg modified-release capsules (A A H Pharmaceuticals Ltd),Minocycline hydrochloride,100mg,Modified-release capsule,Oral,05010300/05011000/13060201,Tetracyclines/Antileprotic Drugs/Oral Antibacterials For Acne,February 2009
3734,489711000001100,74923020,599999,Epilim Chrono 200 tablets (Sanofi),Sodium valproate,200mg,Modified-release tablet,Oral,04080100,Control Of Epilepsy,February 2009
81222,32807711000001104,69025021,0,Paracetamol 500mg tablets (Genesis Pharmaceuticals Ltd),Paracetamol,500mg,Tablet,Oral,04070100,Non-Opioid And Compound Analgesics,July 2020
75920,17886911000001102,04333020,196,Co-codamol 30mg/500mg effervescent tablets (Phoenix Healthcare Distribution Ltd),Codeine phosphate/Paracetamol,30mg + 500mg,Effervescent tablet,Oral,04070100/04070200,Non-Opioid And Compound Analgesics/Opioid Analgesics,April 2019
188,318187007,60110020,1709713,Amiodarone 200mg tablets,Amiodarone hydrochloride,200mg,Tablet,Oral,02030201,Supraventricular & Ventricular Arrhythmias,February 2009
24480,4923411000001108,81700020,67,Night Nurse capsules (Haleon UK Ltd),Dextromethorphan hydrobromide/Paracetamol/Promethazine hydrochloride,7.5mg + 500mg + 10mg,Capsule,Oral,03095000,Miscellaneous Cough & Cold Preparations,February 2009
81571,22154611000001104,14739021,22,Mercaptopurine 25mg capsules,Mercaptopurine,25mg,Capsule,Oral,01050300/08010300,Products Affecting The Immune Response In Chronic Bowel Problems/Antimetabolites,September 2020
23405,2853411000001108,75139020,100,Doxylar 100mg capsules (Sandoz Ltd),Doxycycline hyclate,100mg,Capsule,Oral,05010300/05040100,Tetracyclines/Antimalarials,February 2009
68252,21032311000001104,43837020,1,Co-codamol 30mg/500mg tablets (Bristol Laboratories Ltd),Codeine phosphate/Paracetamol,30mg + 500mg,Tablet,Oral,04070100/04070200,Non-Opioid And Compound Analgesics/Opioid Analgesics,November 2016
88447,40848511000001104,02979022,1,Parasolve 500mg effervescent tablets (Kent Pharma (UK) Ltd),Paracetamol,500mg,Effervescent tablet,Oral,04070100,Non-Opioid And Compound Analgesics,July 2023
14912,215605001000027100,81048020,3735,Codeine phosphate 8mg with Paracetamol 500mg capsules,Codeine Phosphate/Paracetamol,8mg+500mg,Capsules,Oral,04070100/04070200,Non-Opioid And Compound Analgesics/Opioid Analgesics,February 2009
34784,928611000001105,59364020,66,Co-codamol 8mg/500mg effervescent tablets (Sandoz Ltd),Codeine phosphate/Paracetamol,8mg + 500mg,Effervescent tablet,Oral,04070100,Non-Opioid And Compound Analgesics,February 2009
67753,18145611000001104,78630020,1,Co-codamol 8mg/500mg tablets (Wockhardt UK Ltd),Codeine phosphate/Paracetamol,8mg + 500mg,Tablet,Oral,04070100/04070200,Non-Opioid And Compound Analgesics/Opioid Analgesics,October 2016
70018,17849411000001108,04216020,48,Boots Paracetamol 500mg caplets (The Boots Company Plc),Paracetamol,500mg,Tablet,Oral,04070100,Non-Opioid And Compound Analgesics,September 2017
55530,17888211000001108,04305020,0,Co-dydramol 10mg/500mg tablets (Phoenix Healthcare Distribution Ltd),Dihydrocodeine tartrate/Paracetamol,10mg + 500mg,Tablet,Oral,04070100/04070200,Non-Opioid And Compound Analgesics/Opioid Analgesics,June 2013
41680,65035001000027104,56179020,8,Paracetamol 120mg/5ml Oral suspension sugar free (IVAX Pharmaceuticals UK Ltd),Paracetamol,120mg/5ml,Oral Suspension,Oral,04070100,Non-Opioid And Compound Analgesics,March 2010
31871,216205001000027100,81313020,32,Paracetamol 450mg with codeine phosphate 8.1mg tablet,Codeine Phosphate/Paracetamol,450mg + 8.1mg,Tablets,Oral,04070100/04070200,Non-Opioid And Compound Analgesics/Opioid Analgesics,February 2009
73654,14781211000001104,76387020,0,Isotretinoin 20mg capsules (Sandoz Ltd),Isotretinoin,20mg,Capsule,Oral,13060203,Oral Retinoids For Acne,November 2018
3074,35369011000001104,57015020,7192,Paracetamol 120mg soluble tablets sugar free,Paracetamol,120mg,Soluble tablet,Oral,00000000,Unknown,February 2009
72111,35107711000001108,79490021,721,Co-dydramol 20mg/500mg tablets (A A H Pharmaceuticals Ltd),Dihydrocodeine tartrate/Paracetamol,20mg + 500mg,Tablet,Oral,04070100/04070200,Non-Opioid And Compound Analgesics/Opioid Analgesics,May 2018
29373,137265001000027100,66052020,0,Pardale 400mg+9mg+10mg Tablet (Martindale Pharmaceuticals Ltd),Caffeine/Codeine Phosphate/Paracetamol,400mg+9mg+10mg,Tablet,Oral,04070100/04070200,Non-Opioid And Compound Analgesics/Opioid Analgesics,February 2009
28041,8665211000001100,91259020,138,Methotrexate 12.5mg/5ml oral suspension,Methotrexate,2.5mg/1ml,Oral suspension,Oral,01050300/08010300/10010302/13050300,Products Affecting The Immune Response In Chronic Bowel Problems/Antimetabolites/Drugs Affecting The Immune Response In Rheumatic Disease/Drugs Affecting The Immune Response For Eczema And Psoriasis,February 2009
55418,303935001000027140,78863020,0,Paracetamol 500mg Tablet (Almus Pharmaceuticals Ltd),Paracetamol,500mg,Tablet,Oral,04070100,Non-Opioid And Compound Analgesics,May 2013
11250,57085001000027104,55131020,2591,Migraleve - 2 8mg+500mg Tablet (Pfizer Consumer Healthcare Ltd),Codeine phosphate/Paracetamol,8mg + 500mg,Tablet,Oral,04070100/04070200,Non-Opioid And Compound Analgesics/Opioid Analgesics,February 2009
35967,13629811000001108,92507020,2,Paramed Extra Power Pain Control tablets (Galpharm International Ltd),Aspirin/Paracetamol/Caffeine,300mg + 200mg + 45mg,Tablet,Oral,04070500,Other Non Opioid Analgesics,February 2009
1856,14609411000001100,54355020,1355996,Vitamins capsules,Vitamin D/Ascorbic acid/Nicotinamide/Riboflavin/Thiamine hydrochloride/Vitamin A,300unit + 15mg + 7.5mg + 500microgram + 1mg + 2500unit,Capsule,Oral,09060700,Multivitamin And Multimineral Preparations,February 2009
81842,7929711000001108,04291020,1,Co-codamol 8mg/500mg tablets (Lloyds Pharmacy Ltd),Codeine phosphate/Paracetamol,8mg + 500mg,Tablet,Oral,04070100/04070200,Non-Opioid And Compound Analgesics/Opioid Analgesics,September 2020
67839,13003911000001104,33448020,5,Oxytetracycline 250mg/5ml oral suspension,Oxytetracycline dihydrate,50mg/1ml,Oral suspension,Oral,05010300/13060201,Tetracyclines/Oral Antibacterials For Acne,October 2016
30958,4871811000001102,73444020,1,Resolve effervescent granules 8.09g sachets (G.R. Lane Health Products Ltd),Sodium carbonate/Paracetamol/Citric acid anhydrous/Sodium bicarbonate/Ascorbic acid/Potassium bicarbonate,153mg + 1gram + 1.185gram + 808mg + 30mg + 715mg,Effervescent granules,Oral,01010000/04070000,Indigestion And GORD (Gastro-Oesophageal Reflux Disease)/Analgesics,February 2009
57592,10507011000001108,07584020,43,Drogenil 250mg tablets (Dowelhurst Ltd),Flutamide,250mg,Tablet,Oral,08030402,Prostate Cancer,October 2013
18424,200885001000027100,76401020,5169,Methotrexate sodium 2.5mg Tablet,Methotrexate,2.5mg,Tablet,Oral,01050300/08010300,Products Affecting The Immune Response In Chronic Bowel Problems/Antimetabolites,February 2009
7455,31165001000027100,51886020,906,Terramycin 250mg Capsule (Pfizer Ltd),Oxytetracycline Dihydrate,250mg,Capsule,Oral,05010300/13060201,Tetracyclines/Oral Antibacterials For Acne,February 2009
2344,322256005,72999020,28573,Paracetamol 120mg suppositories,Paracetamol,120mg,Suppository,Rectal,04070100,Non-Opioid And Compound Analgesics,February 2009
27837,7987611000001104,78747020,14,Beechams Decongestant Plus with Paracetamol capsules (Haleon UK Ltd),Paracetamol/Caffeine/Phenylephrine hydrochloride,300mg + 25mg + 5mg,Capsule,Oral,03095000,Miscellaneous Cough & Cold Preparations,February 2009
25752,130345001000027100,65210020,0,Nystatin with tetracycline hc Capsule,Nystatin/Tetracycline Hydrochloride,,Capsule,Oral,05010300,Tetracyclines,February 2009
30181,221905001000027100,83026020,9,Sanatogen teen Capsule (Roche Consumer Health),Calcium Carbonate/Magnesium Oxide/Nicotinamide/Cyanocobalamin/Pyridoxine Hydrochloride/Thiamine Hydrochloride/Vitamin A/Vitamin D/Ferrous Sulphate/Ascorbic Acid/Riboflavin/Alpha Tocopherol/Folic Acid,,Capsule,Oral,09010101/09060300,Oral Iron/Vitamin C,February 2009
61372,280011000001106,04300020,0,Co-dydramol 10mg/500mg tablets (Kent Pharma (UK) Ltd),Dihydrocodeine tartrate/Paracetamol,10mg + 500mg,Tablet,Oral,04070100/04070200,Non-Opioid And Compound Analgesics/Opioid Analgesics,October 2014
