prodcode,dmdcode,gemscriptcode,therapyevents,productname,ingredient,strength,formulation,routeofadministration,bnfchapter,bnftext,databasebuild
48748,16157011000001104,06597020,163,Depo-Medrone 40mg/1ml suspension for injection vials (Lexon (UK) Ltd),Methylprednisolone acetate,40mg/1ml,Suspension for injection,Intraarticular/Periarticular/Intrabursal/Intramuscular/Intralesional,06030200/10010202,Glucocorticoid Therapy/Local Corticosteroid Injections,January 2013
1280,325356003,62322020,360980,Dexamethasone 2mg tablets,Dexamethasone,2mg,Tablet,Oral,06030200/64090000,Glucocorticoid Therapy/Diagnostic Test Of Adrenocortical Insufficiency,February 2009
4125,144915001000027100,67172020,1697,Triamcinolone acetonide 80mg/2ml intramuscular injection,Triamcinolone Acetonide,80mg/2ml,IM Injection,,06030200/10010202,Glucocorticoid Therapy/Local Corticosteroid Injections,February 2009
53207,251655001000027100,95127020,0,Dexamethasone tablets,Dexamethasone,,,,06030200,Glucocorticoid Therapy,January 2013
67107,17999611000001108,06628020,0,Prednisolone 5mg gastro-resistant tablets (Phoenix Labs Ltd),Prednisolone,5mg,Gastro-resistant tablet,Oral,01050200/03020000/05011000/05040800/06030200/08020200/10010201,Corticosteroids In Chronic Bowel Problems/Corticosteroids (For Respiratory Conditions)/Antileprotic Drugs/Drugs For Pneumocystis Pneumonia/Glucocorticoid Therapy/Corticosteroids And Other Immunosuppressants/Systemic Corticosteroids (In Musculoskeletal And Joint Conditions),August 2016
47142,299285001000027140,78430020,4,Prednisolone 5mg Soluble tablet (Amdipharm Plc),Prednisolone sodium phosphate,5mg,Soluble tablet,Oral,06030200,Glucocorticoid Therapy,May 2012
4123,15845001000027100,50024020,14677,Kenalog 40mg/ml Intraarticular injection (E R Squibb and Sons Ltd),Triamcinolone Acetonide,40mg/ml,Intraarticular Injection,Intra-Articular Injection,06030200/10010202,Glucocorticoid Therapy/Local Corticosteroid Injections,February 2009
75763,18945001000027104,50405020,12,Prednisolone 5mg Tablet (Celltech Pharma Europe Ltd),Prednisolone,5mg,Tablet,Oral,06030200,Glucocorticoid Therapy,April 2019
18765,4396911000001107,64578020,86,Methylprednisolone sodium succinate 40mg powder and solvent for solution for injection vials,Methylprednisolone sodium succinate,40mg,Powder and solvent for solution for injection,Intramuscular/Intravenous,06030200/10010202,Glucocorticoid Therapy/Local Corticosteroid Injections,February 2009
82880,35776111000001108,82221021,11,Hydrocortisone 5mg granules in capsules for opening,Hydrocortisone,5mg,Granules,Oral,06030200,Glucocorticoid Therapy,January 2021
74239,416533002,10956020,7,Prednisolone 15mg/5ml oral solution,Prednisolone,3mg/1ml,Oral solution,Oral,01050200/03020000/05011000/05040800/06030200/08020200/10010201/10020100,Corticosteroids In Chronic Bowel Problems/Corticosteroids (For Respiratory Conditions)/Antileprotic Drugs/Drugs For Pneumocystis Pneumonia/Glucocorticoid Therapy/Corticosteroids And Other Immunosuppressants/Systemic Corticosteroids (In Musculoskeletal And Joint Conditions)/Drugs Which Enhance Neuromuscular Transmission,January 2019
73553,52911000001107,06601020,0,Prednisolone 1mg tablets (Alliance Healthcare (Distribution) Ltd),Prednisolone,1mg,Tablet,Oral,01050200/03020000/05011000/05040800/06030200/08020200/10010201,Corticosteroids In Chronic Bowel Problems/Corticosteroids (For Respiratory Conditions)/Antileprotic Drugs/Drugs For Pneumocystis Pneumonia/Glucocorticoid Therapy/Corticosteroids And Other Immunosuppressants/Systemic Corticosteroids (In Musculoskeletal And Joint Conditions),October 2018
70893,34796811000001100,78467021,27,Dexamethasone 40mg tablets,Dexamethasone,40mg,Tablet,Oral,08020200,Corticosteroids And Other Immunosuppressants,December 2017
10684,325411009,64572020,1888,Methylprednisolone 2mg tablets,Methylprednisolone,2mg,Tablet,Oral,06030200,Glucocorticoid Therapy,February 2009
74157,8452211000001100,19685020,2,Dexamethasone 2.5mg/5ml oral suspension,Dexamethasone,500microgram/1ml,Oral suspension,Oral,03020000/04065300/06030200,Corticosteroids (For Respiratory Conditions)/Products Used Against Nausea And Vertigo - Cytotoxic Chemotherapy/Glucocorticoid Therapy,December 2018
11123,23135001000027100,50911020,1350,Triamcinolone acetonide 10mg/ml IA/ID,Triamcinolone Acetonide,10mg/ml,Intra-Articular / Intradermal Injection,,10010202,Local Corticosteroid Injections,February 2009
80523,28876811000001104,46548021,0,Dexamethasone 10mg/5ml oral solution sugar free (Advanz Pharma),Dexamethasone sodium phosphate,2mg/1ml,Oral solution,Oral,03020000/04065300/06030200,Corticosteroids (For Respiratory Conditions)/Products Used Against Nausea And Vertigo - Cytotoxic Chemotherapy/Glucocorticoid Therapy,April 2020
82743,13078411000001108,33897020,1,Prednisolone 1.5mg/5ml oral suspension,Prednisolone,300microgram/1ml,Oral suspension,Oral,01050200/03020000/05011000/05040800/06030200/08020200/10010201/10020100,Corticosteroids In Chronic Bowel Problems/Corticosteroids (For Respiratory Conditions)/Antileprotic Drugs/Drugs For Pneumocystis Pneumonia/Glucocorticoid Therapy/Corticosteroids And Other Immunosuppressants/Systemic Corticosteroids (In Musculoskeletal And Joint Conditions)/Drugs Which Enhance Neuromuscular Transmission,January 2021
34404,646211000001106,50399020,843,Prednisolone 1mg tablets (Accord-UK Ltd),Prednisolone,1mg,Tablet,Oral,01050200/03020000/05011000/05040800/06030200/08020200/10010201,Corticosteroids In Chronic Bowel Problems/Corticosteroids (For Respiratory Conditions)/Antileprotic Drugs/Drugs For Pneumocystis Pneumonia/Glucocorticoid Therapy/Corticosteroids And Other Immunosuppressants/Systemic Corticosteroids (In Musculoskeletal And Joint Conditions),February 2009
73858,8515611000001105,19919020,10,Fludrocortisone 200micrograms/5ml oral suspension,Fludrocortisone acetate,40microgram/1ml,Oral suspension,Oral,06030100,Replacement Corticosteroids For Endocrine Conditions,November 2018
9727,325445002,71490020,275,Prednisolone 50mg tablets,Prednisolone,50mg,Tablet,Oral,00000000,Unknown,February 2009
6170,495211000001105,52417020,41922,Anugesic-HC suppositories (Pfizer Ltd),Peru Balsam/Zinc oxide/Pramocaine hydrochloride/Benzyl benzoate/Bismuth oxide/Bismuth subgallate/Hydrocortisone acetate,49mg + 296mg + 27mg + 33mg + 24mg + 59mg + 5mg,Suppository,Rectal,01070200,Compound Haemorrhoid Products With Corticosteroids,February 2009
13350,73745001000027100,57435020,23,Hydrocortisone na succinate 500mg/vial Injection,Hydrocortisone Sodium Succinate,500mg/vial,Injection,,06030100/06030200,Replacement Corticosteroids For Endocrine Conditions/Glucocorticoid Therapy,February 2009
51753,18285011000001108,06607020,0,Prednisolone 1mg tablets (Strides Pharma UK Ltd),Prednisolone,1mg,Tablet,Oral,01050200/03020000/05011000/05040800/06030200/08020200/10010201,Corticosteroids In Chronic Bowel Problems/Corticosteroids (For Respiratory Conditions)/Antileprotic Drugs/Drugs For Pneumocystis Pneumonia/Glucocorticoid Therapy/Corticosteroids And Other Immunosuppressants/Systemic Corticosteroids (In Musculoskeletal And Joint Conditions),January 2013
83555,16568411000001108,00606020,1,Colifoam 10% aerosol (Waymade Healthcare Plc),Hydrocortisone acetate,100mg/1gram,Rectal foam,Rectal,01050200,Corticosteroids In Chronic Bowel Problems,April 2021
64416,29904211000001104,53121021,1792,Prednisolone 10mg/ml oral solution sugar free,Prednisolone,10mg/1ml,Oral solution,Oral,01050200/03020000/05011000/05040800/06030200/08020200/10010201/10020100,Corticosteroids In Chronic Bowel Problems/Corticosteroids (For Respiratory Conditions)/Antileprotic Drugs/Drugs For Pneumocystis Pneumonia/Glucocorticoid Therapy/Corticosteroids And Other Immunosuppressants/Systemic Corticosteroids (In Musculoskeletal And Joint Conditions)/Drugs Which Enhance Neuromuscular Transmission,October 2015
10552,325413007,64574020,805,Methylprednisolone 16mg tablets,Methylprednisolone,16mg,Tablet,Oral,06030200,Glucocorticoid Therapy,February 2009
34801,61165001000027104,55666020,2,Dexamethasone 0.5mg/5ml Oral solution (Rosemont Pharmaceuticals Ltd),Dexamethasone,100microgram/1ml,Oral solution,Oral,06030200,Glucocorticoid Therapy,February 2009
25839,4180211000001105,56347020,79,Solu-Medrone 1g powder and solvent for solution for injection vials (Pfizer Ltd),Methylprednisolone sodium succinate,1gram,Powder and solvent for solution for injection,Intravenous/Intramuscular,06030200/10010202,Glucocorticoid Therapy/Local Corticosteroid Injections,February 2009
6697,164735001000027100,70077020,719,Hydrocortisone with benzyl benzoate and soothing agents Suppository,Peru Balsam/Zinc Oxide/Benzyl Benzoate/Hydrocortisone Acetate/Pramocaine Hydrochloride/Bismuth Oxide/Bismuth Subgallate,,Suppository,Rectal,01070200,Compound Haemorrhoid Products With Corticosteroids,February 2009
41335,3756411000001107,97523020,542,Calcort 6mg tablets (Neon Healthcare Ltd),Deflazacort,6mg,Tablet,Oral,06030200,Glucocorticoid Therapy,February 2010
81822,28490511000001104,44777021,0,Triamcinolone hexacetonide 20mg/1ml suspension for injection ampoules (A A H Pharmaceuticals Ltd),Triamcinolone hexacetonide,20mg/1ml,Suspension for injection,Intraarticular/Periarticular,10010202,Local Corticosteroid Injections,September 2020
66524,32071911000001104,62213021,1549,Dexamethasone 4mg soluble tablets sugar free,Dexamethasone sodium phosphate,4mg,Soluble tablet,Oral,06030200/64090000,Glucocorticoid Therapy/Diagnostic Test Of Adrenocortical Insufficiency,June 2016
5493,125255001000027100,64586020,8527,Methylprednisolone acetate 40mg/ml Injection,Methylprednisolone Acetate,40mg/ml,Injection,Periarticular Injection,06030200/10010202,Glucocorticoid Therapy/Local Corticosteroid Injections,February 2009
43355,36057011000001104,92305020,59,Hydrocortisone sodium phosphate 500mg/5ml solution for injection ampoules,Hydrocortisone sodium phosphate,100mg/1ml,Solution for injection,Intramuscular/Intralesional/Intravenous,00000000,Unknown,September 2010
925,65635001000027104,56267020,249264,Depo-medrone with lidocaine 40mg/ml+10mg/ml Injection (Pharmacia Ltd),Lidocaine Hydrochloride/Methylprednisolone Acetate,40mg/ml+10mg/ml,Injection,Periarticular Injection,06030200/10010202,Glucocorticoid Therapy/Local Corticosteroid Injections,February 2009
5490,331111000001100,53820020,133257,Deltacortril 5mg gastro-resistant tablets (Phoenix Labs Ltd),Prednisolone,5mg,Gastro-resistant tablet,Oral,01050200/03020000/05011000/05040800/06030200/08020200/10010201,Corticosteroids In Chronic Bowel Problems/Corticosteroids (For Respiratory Conditions)/Antileprotic Drugs/Drugs For Pneumocystis Pneumonia/Glucocorticoid Therapy/Corticosteroids And Other Immunosuppressants/Systemic Corticosteroids (In Musculoskeletal And Joint Conditions),February 2009
75001,30114811000001104,53564021,0,Prednisolone 1mg tablets (DE Pharmaceuticals),Prednisolone,1mg,Tablet,Oral,01050200/03020000/05011000/05040800/06030200/08020200/10010201,Corticosteroids In Chronic Bowel Problems/Corticosteroids (For Respiratory Conditions)/Antileprotic Drugs/Drugs For Pneumocystis Pneumonia/Glucocorticoid Therapy/Corticosteroids And Other Immunosuppressants/Systemic Corticosteroids (In Musculoskeletal And Joint Conditions),February 2019
50853,4562611000001101,14131020,46,Lederspan 20mg/1ml suspension for injection vials (Wyeth Pharmaceuticals),Triamcinolone hexacetonide,20mg/1ml,Suspension for injection,Intraarticular,00000000,Unknown,January 2013
53143,3669611000001101,06565020,0,Cortisone 25mg tablets (A A H Pharmaceuticals Ltd),Cortisone acetate,25mg,Tablet,Oral,06030200,Glucocorticoid Therapy,January 2013
63549,28995411000001104,48498021,8,Prednisolone 1mg/ml oral solution (Logixx Pharma Solutions Ltd),Prednisolone,1mg/1ml,Oral solution,Oral,03020000/06030200/10010201,Corticosteroids (For Respiratory Conditions)/Glucocorticoid Therapy/Systemic Corticosteroids (In Musculoskeletal And Joint Conditions),July 2015
34109,174995001000027100,71489020,17830,Prednisolone 5 mg gastro-resistant tablet,Prednisolone,5mg,Enteric Coated Tablets,Oral,06030200,Glucocorticoid Therapy,February 2009
59418,21494611000001108,46192020,360,Plenadren 5mg modified-release tablets (Takeda UK Ltd),Hydrocortisone,5mg,Modified-release tablet,Oral,06030200,Glucocorticoid Therapy,April 2014
80110,32652311000001104,68379021,1,Dilacort 2.5mg gastro-resistant tablets (Crescent Pharma Ltd),Prednisolone,2.5mg,Gastro-resistant tablet,Oral,01050200/03020000/05011000/05040800/06030200/08020200/10010201,Corticosteroids In Chronic Bowel Problems/Corticosteroids (For Respiratory Conditions)/Antileprotic Drugs/Drugs For Pneumocystis Pneumonia/Glucocorticoid Therapy/Corticosteroids And Other Immunosuppressants/Systemic Corticosteroids (In Musculoskeletal And Joint Conditions),March 2020
18042,4052211000001108,56650020,277,Medrone 100mg tablets (Pfizer Ltd),Methylprednisolone,100mg,Tablet,Oral,06030200,Glucocorticoid Therapy,February 2009
69811,32774411000001108,69510021,0,Prednisolone 30mg tablets (Accord-UK Ltd),Prednisolone,30mg,Tablet,Oral,01050200/03020000/05011000/05040800/06030200/08020200/10010201,Corticosteroids In Chronic Bowel Problems/Corticosteroids (For Respiratory Conditions)/Antileprotic Drugs/Drugs For Pneumocystis Pneumonia/Glucocorticoid Therapy/Corticosteroids And Other Immunosuppressants/Systemic Corticosteroids (In Musculoskeletal And Joint Conditions),June 2017
37870,246905001000027100,92989020,149,Fludrocortisone Liquid,Fludrocortisone Acetate,,Liquid,Oral,06030100,Replacement Corticosteroids For Endocrine Conditions,February 2009
59283,22519711000001104,16433021,6,Dilacort 2.5mg gastro-resistant tablets (Auden McKenzie (Pharma Division) Ltd),Prednisolone,2.5mg,Gastro-resistant tablet,Oral,01050200/03020000/05011000/05040800/06030200/08020200/10010201,Corticosteroids In Chronic Bowel Problems/Corticosteroids (For Respiratory Conditions)/Antileprotic Drugs/Drugs For Pneumocystis Pneumonia/Glucocorticoid Therapy/Corticosteroids And Other Immunosuppressants/Systemic Corticosteroids (In Musculoskeletal And Joint Conditions),April 2014
33691,29795001000027104,51723020,194,Prednisolone 5mg Gastro-resistant tablet (Biorex Laboratories Ltd),Prednisolone,5mg,Gastro-resistant tablet,Oral,06030200,Glucocorticoid Therapy,February 2009
95,325427002,59234020,7487567,Prednisolone 5mg tablets,Prednisolone,5mg,Tablet,Oral,01050200/03020000/05011000/05040800/06030200/08020200/10010201,Corticosteroids In Chronic Bowel Problems/Corticosteroids (For Respiratory Conditions)/Antileprotic Drugs/Drugs For Pneumocystis Pneumonia/Glucocorticoid Therapy/Corticosteroids And Other Immunosuppressants/Systemic Corticosteroids (In Musculoskeletal And Joint Conditions),February 2009
56891,21851211000001108,47496020,0,Prednisolone 1mg tablets (Waymade Healthcare Plc),Prednisolone,1mg,Tablet,Oral,01050200/03020000/05011000/05040800/06030200/08020200/10010201,Corticosteroids In Chronic Bowel Problems/Corticosteroids (For Respiratory Conditions)/Antileprotic Drugs/Drugs For Pneumocystis Pneumonia/Glucocorticoid Therapy/Corticosteroids And Other Immunosuppressants/Systemic Corticosteroids (In Musculoskeletal And Joint Conditions),August 2013
53705,144835001000027100,67162020,0,Cortisone acetate 5mg Capsule (Martindale Pharmaceuticals Ltd),Cortisone acetate,5mg,Capsule,Oral,06030100/06030200,Replacement Corticosteroids For Endocrine Conditions/Glucocorticoid Therapy,February 2013
13043,706611000001109,58009020,2660,Hydrocortone 20mg tablets (Auden McKenzie (Pharma Division) Ltd),Hydrocortisone,20mg,Tablet,Oral,06030200,Glucocorticoid Therapy,February 2009
27413,777311000001106,92109020,62218,Depo-Medrone 80mg/2ml suspension for injection vials (Pfizer Ltd),Methylprednisolone acetate,40mg/1ml,Suspension for injection,Intraarticular/Periarticular/Intrabursal/Intramuscular/Intralesional,06030200/10010202,Glucocorticoid Therapy/Local Corticosteroid Injections,February 2009
52153,87345001000027100,59063020,16,Hydrocortisone acetate Powder (Biorex Laboratories Ltd),Hydrocortisone Acetate,,Powder,,50000000,Ingredients,January 2013
68182,15628711000001100,06573020,2,Dexamethasone 2mg tablets (Teva UK Ltd),Dexamethasone,2mg,Tablet,Oral,06030200/64090000,Glucocorticoid Therapy/Diagnostic Test Of Adrenocortical Insufficiency,November 2016
